phone_e164,phone_pretty,scam_category,total_hits,pdf_count,transcript_count,likely_admin,first_source,first_context
+16143235264,+1 (614) 323-5264,CCIRR-VisaAlert,1,1,0,no,pdf:pointofnoentry-akamgtcdletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/7/2021 10/5/2021 6143235264 CCIRR-VisaAlert attachments/497288 § 310.4(b)(1)(v) https://portal.tracebacks.o
+14059239570,+1 (405) 923-9570,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-akamgtcdletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 10/1/2021 9/30/2021 4059239570 Utility-30MinDisconnect attachments/487206 § 310.4(b)(1)(v) https://portal.trac
+16626695958,+1 (662) 669-5958,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-akamgtcdletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 9/29/2021 9/27/2021 6626695958 Legal-Enforcement-Notice attachments/482002 § 310.4(b)(1)(v) https://portal.tra
+12286694932,+1 (228) 669-4932,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-akamgtcdletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 9/29/2021 9/27/2021 2286694932 Legal-Enforcement-Notice attachments/482001 § 310.4(b)(1)(v) https://portal.tra
+16097092115,+1 (609) 709-2115,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-akamgtcdletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 9/21/2021 9/20/2021 6097092115 Legal-Enforcement-Notice attachments/463269 § 310.4(b)(1)(v) https://portal.tra
+12542929104,+1 (254) 292-9104,Legal-Enforcement-Notice,1,1,0,no,pdf:pointofnoentry-akamgtcdletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 9/21/2021 9/20/2021 2542929104 Legal-Enforcement-Notice attachments/463260 § 310.4(b)(1)(v) https://portal.tra
+15709943714,+1 (570) 994-3714,Computer-Hijack,1,1,0,no,pdf:pointofnoentry-akamgtcdletter.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 9/13/2021 9/9/2021 5709943714 Computer-Hijack attachments/444728 § 310.4(b)(1)(v) https://portal.tracebacks.o
+13032284100,+1 (303) 228-4100,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-akamgtcdletter.pdf,b)(1)(v) https://portal.tracebacks.org/api/public/ 16 C.F.R. 8/2/2021 7/31/2021 3032284100 Utility-30MinDisconnect attachments/314155 § 310.4(b)(1)(v) https://portal.trac
+12128845448,+1 (212) 884-5448,Impers,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,reless- https://portal.tracebacks.org/api/public/at 16 C.F.R. 9/8/2023 9/7/2023 12128845448 Impers tachments/1366443 § 310.4(b)(1)(v) https://portal.tracebacks.org/api/pub
+12126882714,+1 (212) 688-2714,Chinese-ISP/Cable/Wireless-Impers,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 9/8/2023 9/7/2023 12126882714 Chinese-ISP/Cable/Wireless-Impers tachments/1366441 § 310.4(b)(1)(v) https://po
+12196719554,+1 (219) 671-9554,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 9/8/2023 9/7/2023 12196719554 Amazon-AuthorizeOrder-P3 tachments/1366381 § 310.4(b)(1)(v) https://portal.trac
+12059004164,+1 (205) 900-4164,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 9/8/2023 9/7/2023 12059004164 Amazon-AuthorizeOrder-P3 tachments/1366379 § 310.4(b)(1)(v) https://portal.trac
+13868045527,+1 (386) 804-5527,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 9/5/2023 9/1/2023 13868045527 Amazon-AuthorizeOrder-P3 tachments/1365552 § 310.4(b)(1)(v) https://portal.trac
+12174083205,+1 (217) 408-3205,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,(1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 9/1/2023 8/31/2023 12174083205 Amazon-AuthorizeOrder-P3 tachments/1365168 § 310.4(b)(1)(v) https://portal.trac
+16469803521,+1 (646) 980-3521,Amazon-Various-P1,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 8/30/2023 8/29/2023 16469803521 Amazon-Various-P1 tachments/1364431 § 310.4(b)(1)(v) 16 C.F.R. 8/28/2023 8/23/2
+17079802926,+1 (707) 980-2926,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 8/25/2023 8/24/2023 17079802926 Amazon-AuthorizeOrder-P3 tachments/1363524 § 310.4(b)(1)(v) https://portal.trac
+17578447594,+1 (757) 844-7594,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 8/25/2023 8/24/2023 17578447594 Amazon-AuthorizeOrder-P3 tachments/1363520 § 310.4(b)(1)(v) https://portal.trac
+18439570024,+1 (843) 957-0024,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 8/22/2023 8/21/2023 18439570024 Amazon-AuthorizeOrder-P3 tachments/1362606 § 310.4(b)(1)(v) https://portal.trac
+17029942423,+1 (702) 994-2423,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 8/9/2023 8/8/2023 17029942423 Amazon-AuthorizeOrder-P3 tachments/1357920 § 310.4(b)(1)(v) https://portal.trac
+18477213223,+1 (847) 721-3223,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,)(1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 8/9/2023 8/8/2023 18477213223 Amazon-AuthorizeOrder-P3 tachments/1357912 § 310.4(b)(1)(v) 16 C.F.R. 7/27/2023
+19142924028,+1 (914) 292-4028,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,horizeOrder-P3 tachments/1357912 § 310.4(b)(1)(v) 16 C.F.R. 7/27/2023 7/20/2023 19142924028 PCH-Various-P2 § 310.4(b)(1)(v) https://portal.tracebacks.org/api/public/at 16
+16018971463,+1 (601) 897-1463,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,SupplyCharges tachments/1342644 § 310.4(b)(1)(v) 16 C.F.R. 10/12/2022 9/29/2022 6018971463 LawEnforcement-GovtImpers-P1 § 310.4(b)(1)(v) 16 C.F.R. 9/30/2022 9/29/2022 646
+16464397377,+1 (646) 439-7377,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,463 LawEnforcement-GovtImpers-P1 § 310.4(b)(1)(v) 16 C.F.R. 9/30/2022 9/29/2022 6464397377 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 9/12/2022 9/2/2022 2028586421 Amazo
+12028586421,+1 (202) 858-6421,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 6464397377 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 9/12/2022 9/2/2022 2028586421 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 9/12/2022 9/6/2022 2536480206 Amazo
+16178632898,+1 (617) 863-2898,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2022 2536480206 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 9/12/2022 8/26/2022 6178632898 Amazon-Impers-P2 § 310.4(b)(1)(v) https://portal.tracebacks.org/api/public/at 1
+17866525838,+1 (786) 652-5838,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,0MinDisconnect tachments/1031577 § 310.4(b)(1)(v) 16 C.F.R. 8/18/2022 8/12/2022 7866525838 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 8/11/2022 7/25/2022 8053215810 Amaz
+19294730929,+1 (929) 473-0929,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2022 8053215810 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 7/25/2022 5/10/2022 9294730929 Relative-Scam § 310.4(b)(1)(v) 16 C.F.R. 7/22/2022 7/12/2022 4433839669 Grandpa
+14433839669,+1 (443) 383-9669,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,10/2022 9294730929 Relative-Scam § 310.4(b)(1)(v) 16 C.F.R. 7/22/2022 7/12/2022 4433839669 Grandparentscam § 310.4(b)(1)(v) 16 C.F.R. 7/22/2022 7/12/2022 8453023319 Grand
+18453023319,+1 (845) 302-3319,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 4433839669 Grandparentscam § 310.4(b)(1)(v) 16 C.F.R. 7/22/2022 7/12/2022 8453023319 Grandparentscam § 310.4(b)(1)(v) 16 C.F.R. 7/14/2022 7/4/2022 4429004989 PCH-Va
+14429004989,+1 (442) 900-4989,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2/2022 8453023319 Grandparentscam § 310.4(b)(1)(v) 16 C.F.R. 7/14/2022 7/4/2022 4429004989 PCH-Various-P2 § 310.4(b)(1)(v) 16 C.F.R. 7/13/2022 6/16/2022 7472852558 GovtIm
+17472852558,+1 (747) 285-2558,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,4/2022 4429004989 PCH-Various-P2 § 310.4(b)(1)(v) 16 C.F.R. 7/13/2022 6/16/2022 7472852558 GovtImpers § 310.4(b)(1)(v) 16 C.F.R. 6/17/2022 6/16/2022 7207394498 GovtImpers
+17207394498,+1 (720) 739-4498,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,6/16/2022 7472852558 GovtImpers § 310.4(b)(1)(v) 16 C.F.R. 6/17/2022 6/16/2022 7207394498 GovtImpers § 310.4(b)(1)(v) 16 C.F.R. 6/15/2022 6/3/2022 2064008163 Amazon-Impe
+12064570940,+1 (206) 457-0940,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,893 Amazon-SuspiciousOrderRefund § 310.4(b)(1)(v) 16 C.F.R. 6/14/2022 6/10/2022 2064570940 Amazon-SuspiciousOrderRefund § 310.4(b)(1)(v) 16 C.F.R. 6/13/2022 6/2/2022 2062
+12062992428,+1 (206) 299-2428,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,0940 Amazon-SuspiciousOrderRefund § 310.4(b)(1)(v) 16 C.F.R. 6/13/2022 6/2/2022 2062992428 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 6/13/2022 6/10/2022 2064830988 Amaz
+14106566890,+1 (410) 656-6890,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 2064008163 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 6/8/2022 5/31/2022 4106566890 Grandparentscam § 310.4(b)(1)(v) 16 C.F.R. 5/18/2022 5/9/2022 2522282495 Tech S
+12064159860,+1 (206) 415-9860,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 8602646919 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 5/5/2022 3/15/2022 2064159860 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 5/4/2022 4/26/2022 8602646919 Amazo
+17868643110,+1 (786) 864-3110,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2022 8602646919 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 4/29/2022 4/19/2022 7868643110 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 4/19/2022 4/7/2022 7063813577 Amazo
+17063813577,+1 (706) 381-3577,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 7868643110 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 4/19/2022 4/7/2022 7063813577 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 4/15/2022 3/22/2022 2537800207 Tech
+12537800207,+1 (253) 780-0207,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2022 7063813577 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 4/15/2022 3/22/2022 2537800207 Tech-Support-Fraud-G2 § 310.4(b)(1)(v) 16 C.F.R. 4/12/2022 4/5/2022 8135740820
+12062595009,+1 (206) 259-5009,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,forcement-Impers tachments/803975 § 310.4(b)(1)(v) 16 C.F.R. 4/6/2022 2/18/2022 2062595009 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 4/6/2022 2/16/2022 2069396700 Amazo
+12069396700,+1 (206) 939-6700,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 2062595009 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 4/6/2022 2/16/2022 2069396700 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 4/5/2022 3/28/2022 7192153210 Amazo
+18452730096,+1 (845) 273-0096,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2022 7192153210 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 3/29/2022 3/22/2022 8452730096 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 3/24/2022 2/15/2022 2137889059 Amaz
+13859992686,+1 (385) 999-2686,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,15/2022 2137889059 Amazon-Impers § 310.4(b)(1)(v) 16 C.F.R. 3/23/2022 3/11/2021 3859992686 Amazon-Impers § 310.4(b)(1)(v) 16 C.F.R. 3/22/2022 2/16/2022 2137889059 Amazon-
+18056786471,+1 (805) 678-6471,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2022 8059128265 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 3/10/2022 1/26/2022 8056786471 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 3/10/2022 1/26/2022 8059128265 Amaz
+12063978332,+1 (206) 397-8332,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,0/2022 8056786346 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 3/1/2022 3/1/2022 2063978332 SSA-LawEnforcement § 310.4(b)(1)(v) 16 C.F.R. 3/1/2022 2/10/2022 8056786346 Ama
+12063338288,+1 (206) 333-8288,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 8056786346 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 2/12/2022 2/1/2022 2063338288 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 2/11/2022 2/1/2022 2063338277 Amazo
+12063338277,+1 (206) 333-8277,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 2063338288 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 2/11/2022 2/1/2022 2063338277 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 2/11/2022 2/1/2022 7863103803 Amazo
+17863103803,+1 (786) 310-3803,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/2022 2063338277 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 2/11/2022 2/1/2022 7863103803 Amazon-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 2/4/2022 12/15/2021 9179089531 Gran
+13083659581,+1 (308) 365-9581,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,0/2021 3852382730 Amazon-Impers § 310.4(b)(1)(v) 16 C.F.R. 1/24/2022 11/30/2021 3083659581 Amazon-Impers § 310.4(b)(1)(v) 16 C.F.R. 1/21/2022 11/30/2021 3852382730 Amazon
+14185653617,+1 (418) 565-3617,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/14/2021 8784442295 ATT-Impers § 310.4(b)(1)(v) 16 C.F.R. 11/29/2021 11/22/2021 4185653617 SpamCalls-Spoofed-P2 § 310.4(b)(1)(v) https://portal.tracebacks.org/api/public/
+13024540317,+1 (302) 454-0317,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 11/5/2021 11/4/2021 3024540317 Utility-30MinDisconnect tachments/550692 § 310.4(b)(1)(v) 16 C.F.R. 10/20/2021
+18103398843,+1 (810) 339-8843,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,MinDisconnect tachments/550692 § 310.4(b)(1)(v) 16 C.F.R. 10/20/2021 10/13/2021 8103398843 Amazon-AccountCompromised § 310.4(b)(1)(v) 16 C.F.R. 10/19/2021 10/13/2021 7373
+17373008925,+1 (737) 300-8925,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,8843 Amazon-AccountCompromised § 310.4(b)(1)(v) 16 C.F.R. 10/19/2021 10/13/2021 7373008925 Amazon-AccountCompromised § 310.4(b)(1)(v) 16 C.F.R. 10/19/2021 10/13/2021 8627
+18627748230,+1 (862) 774-8230,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,8925 Amazon-AccountCompromised § 310.4(b)(1)(v) 16 C.F.R. 10/19/2021 10/13/2021 8627748230 Amazon-AccountCompromised § 310.4(b)(1)(v) 16 C.F.R. 10/19/2021 10/13/2021 2093
+12093085718,+1 (209) 308-5718,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,8230 Amazon-AccountCompromised § 310.4(b)(1)(v) 16 C.F.R. 10/19/2021 10/13/2021 2093085718 Amazon-AccountCompromised § 310.4(b)(1)(v) 16 C.F.R. 10/4/2021 10/1/2021 412541
+16416306871,+1 (641) 630-6871,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,/1/2021 4125414387 PayPal-Impers § 310.4(b)(1)(v) 16 C.F.R. 10/3/2021 9/22/2021 6416306871 Amazon-SuspiciousCharge § 310.4(b)(1)(v) 16 C.F.R. 10/1/2021 9/21/2021 20633856
+14159002861,+1 (415) 900-2861,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,3385669 LawEnforcement-Impers-P2 § 310.4(b)(1)(v) 16 C.F.R. 9/24/2021 9/22/2021 4159002861 Amazon-SuspiciousCharge § 310.4(b)(1)(v) 16 C.F.R. 7/21/2021 7/16/2021 74747771
+18045948227,+1 (804) 594-8227,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,021 7474777195 Tech-Support-Fraud § 310.4(b)(1)(v) 16 C.F.R. 7/15/2021 7/9/2021 8045948227 Tech-Support-Fraud § 310.4(b)(1)(v) 16 C.F.R. 7/13/2021 6/30/2021 8388002304 Te
+18388002304,+1 (838) 800-2304,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,21 8045948227 Tech-Support-Fraud § 310.4(b)(1)(v) 16 C.F.R. 7/13/2021 6/30/2021 8388002304 Tech-Support-Fraud § 310.4(b)(1)(v) 16 C.F.R. 6/11/2021 5/19/2021 6153984843 NO
+16153984843,+1 (615) 398-4843,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,21 8388002304 Tech-Support-Fraud § 310.4(b)(1)(v) 16 C.F.R. 6/11/2021 5/19/2021 6153984843 NORCOM-CallCenter § 310.4(b)(1)(v) 16 C.F.R. 6/11/2021 5/7/2021 8542033231 NORC
+18542033231,+1 (854) 203-3231,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2021 6153984843 NORCOM-CallCenter § 310.4(b)(1)(v) 16 C.F.R. 6/11/2021 5/7/2021 8542033231 NORCOM-CallCenter § 310.4(b)(1)(v) 16 C.F.R. 6/11/2021 5/6/2021 2069296864 NORC
+12069296864,+1 (206) 929-6864,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2021 8542033231 NORCOM-CallCenter § 310.4(b)(1)(v) 16 C.F.R. 6/11/2021 5/6/2021 2069296864 NORCOM-CallCenter § 310.4(b)(1)(v) 16 C.F.R. 6/11/2021 6/1/2021 8644288482 NORC
+18644288482,+1 (864) 428-8482,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2021 2069296864 NORCOM-CallCenter § 310.4(b)(1)(v) 16 C.F.R. 6/11/2021 6/1/2021 8644288482 NORCOM-CallCenter § 310.4(b)(1)(v) 16 C.F.R. 5/20/2021 5/3/2021 4697961425 NV-M
+14697961425,+1 (469) 796-1425,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,2021 8644288482 NORCOM-CallCenter § 310.4(b)(1)(v) 16 C.F.R. 5/20/2021 5/3/2021 4697961425 NV-MM § 310.4(b)(1)(v) 16 C.F.R. 4/28/2021 4/15/2021 8608981962 Utility-Eversou
+18608981962,+1 (860) 898-1962,,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,0/2021 5/3/2021 4697961425 NV-MM § 310.4(b)(1)(v) 16 C.F.R. 4/28/2021 4/15/2021 8608981962 Utility-EversourceCT § 310.4(b)(1)(v) https://portal.tracebacks.org/api/public/
+14104246902,+1 (410) 424-6902,Amazon-PurchaseNotification,1,1,0,no,pdf:pointofnoentry-bandwidthceasedesistletter.pdf,1)(v) https://portal.tracebacks.org/api/public/at 16 C.F.R. 1/22/2021 1/22/2021 4104246902 Amazon-PurchaseNotification tachments/28719 § 310.4(b)(1)(v)
+19164304960,+1 (916) 430-4960,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,ication https://portal2.tracebacks.org/api/public 16 C.F.R. 1/19/2023 1/18/2023 9164304960 Amazon-AuthorizeOrder-P3 /attachments/1211775 310.4(b)(1)(v) https://portal2.tr
+12103275525,+1 (210) 327-5525,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 12/15/2022 12/13/2022 2103275525 Utility-30MinDisconnect /attachments/1175822 310.4(b)(1)(v) https://portal2.tra
+12102902148,+1 (210) 290-2148,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 12/15/2022 12/12/2022 2102902148 Utility-30MinDisconnect /attachments/1175828 310.4(b)(1)(v) https://portal2.tra
+16098186754,+1 (609) 818-6754,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 12/1/2022 11/30/2022 6098186754 Utility-30MinDisconnect /attachments/1157287 310.4(b)(1)(v) https://portal2.tra
+16156702634,+1 (615) 670-2634,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 12/1/2022 11/30/2022 6156702634 Utility-30MinDisconnect /attachments/1157297 310.4(b)(1)(v) https://portal2.tra
+19173316397,+1 (917) 331-6397,Chinese-PackageDelivery-P3,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 11/30/2022 11/29/2022 9173316397 Chinese-PackageDelivery-P3 /attachments/1155333 310.4(b)(1)(v) https://portal2.
+14122770516,+1 (412) 277-0516,Financial-Impers-4,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 11/11/2022 11/9/2022 4122770516 Financial-Impers-4 /attachments/1125248 310.4(b)(1)(v) https://portal2.tracebac
+12065848384,+1 (206) 584-8384,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,)(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 11/3/2022 11/1/2022 2065848384 Amazon-AuthorizeOrder-P3 /attachments/1114587 310.4(b)(1)(v) https://portal2.tr
+16143001595,+1 (614) 300-1595,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 10/27/2022 10/26/2022 6143001595 Utility-30MinDisconnect /attachments/1100696 310.4(b)(1)(v) https://portal2.tra
+18322237284,+1 (832) 223-7284,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 10/27/2022 10/25/2022 8322237284 Utility-30MinDisconnect /attachments/1100706 310.4(b)(1)(v) https://portal2.tra
+18464334653,+1 (846) 433-4653,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,)(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 10/4/2022 10/3/2022 8464334653 Amazon-AuthorizeOrder /attachments/1054675 310.4(b)(1)(v) https://portal2.trace
+18553807236,+1 (855) 380-7236,Amazon-AuthorizeOrder,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,)(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 10/4/2022 10/3/2022 8553807236 Amazon-AuthorizeOrder /attachments/1054686 310.4(b)(1)(v) https://portal2.trace
+15756269572,+1 (575) 626-9572,Utility-30MinDisconnect,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,)(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 9/27/2022 9/24/2022 5756269572 Utility-30MinDisconnect /attachments/1047877 310.4(b)(1)(v) https://portal2.tra
+18436445394,+1 (843) 644-5394,Amazon-AuthorizeOrder-P3,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,)(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 9/16/2022 9/14/2022 8436445394 Amazon-AuthorizeOrder-P3 /attachments/1037787 310.4(b)(1)(v) https://portal2.tr
+16015898361,+1 (601) 589-8361,Chinese-PackageDelivery,1,1,0,no,pdf:pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf,)(1)(v) https://portal2.tracebacks.org/api/public 16 C.F.R. 9/15/2022 9/13/2022 6015898361 Chinese-PackageDelivery /attachments/1034902 310.4(b)(1)(v) https://portal2.tra
