file_name,language,transcript,case_details,case_pdf
audio-wav-16khz/s6diZGlyX3ZwMmRpcjp0b21jYXQ0MTU2OjE2Mjc3NTUxOTUyNDJQ6XiC5l.gen_Telcentris_Robocall__Utility-30MinDisconnect_normalized.wav,en,that you will be experiencing a disconnection of service today within 30 minutes please press 1 to speak to a representative thank you greetings this is an automated message from the disconnection department of nevada energy to inform you that you will be experiencing a disconnection of service today within 30 minutes please press 1 to speak to a representative thank you ,cease-desist-letter-telcentris-inc-also-dba-voxox,pdf_files/pointofnoentry-telcentrisceasedesistletterfinaljms.pdf
audio-wav-16khz/795474_normalized.wav,en,"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-aka-management-inc,pdf_files/pointofnoentry-akamgtcdletter.pdf
audio-wav-16khz/711079_normalized.wav,en,"Thank you for connecting. I am the virtual assistant for Margaret Smith with Central Processing Center for Federal Back Tax Negotiations. The purpose of her call was to make you aware that the government suspended the Tax Collection Act and will settle all old tax debts that U.S. residents may have. This means you are not going to need to pay back your past due taxes since they are non-collectible and ready to be settled. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. To use our AI automation and find the program you are interested in, please visit us at www.cdc.gov.au. ",warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/447432_normalized.wav,en,"administration. The reason you have received this phone call from our department is to inform you that there is a legal enforcement actions filed on your social security number for fraudulent activities. So, when you get this message, kindly call back at the earliest possible on our number before we begin with the legal proceedings that is, 413-305-7511. Thank you. ",warning-letter-callvox-llc,pdf_files/pointofnoentry-callvoxllcwarningletter.pdf
audio-wav-16khz/1175828_normalized.wav,en,"to start your claim. Otherwise, please press 2 to speak with the billing department. ",cease-desist-letter-business-telecommunications-services-inc,pdf_files/pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/1222036_normalized.wav,en,"Hello, this is an automated call from Wells Fargo. We have detected a suspicious transaction on your account. Please listen carefully to the following information. The transaction in question is for the amount of $7,000 on January 19, 2023. If you authorize this transaction, you can disregard this message. However, if you did not authorize this transaction, please press 1 immediately to connect with fraud specialists who report the suspicious activity and to protect your account. Please press 1 to contact Fraud Department for dispute. We apologize for any inconvenience this may cause and we appreciate your attention to this matter. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/360178_normalized.wav,en,"Hello. I am an artificial intelligent notification bot. The purpose of this call is to make you aware that as a U.S. resident, you are now able to take advantage of alternative federal student loan repayment options and hardship programs. These programs are only for individuals who have less than $160,000 in federal student loan debt. Having debt obligations may cause a hardship when added to your overall monthly bills. Using our automated approval technology, you are now able to obtain enrollment information based on your current situation. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/630203_normalized.wav,en,from our department is to inform you that there's a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/598188_normalized.wav,en,"This call is from the Department of Social Security Administration. The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. Goodbye. ",cease-desist-letter-cherry-voice-inc,pdf_files/pointofnoentry-cherryvoiceceasedesistletterfinaljms.pdf
audio-wav-16khz/392274_normalized.wav,en,"This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/807773_normalized.wav,en,"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",cease-desist-letter-hfa-services-llc-also-dba-call48,pdf_files/pointofnoentry-hfaservsceasedesistletterfinaljms.pdf
audio-wav-16khz/832644_normalized.wav,en,"The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect with Officer Press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the concerned C, B, P officer or press 9 to disconnect the call. Hi, this is Officer calling you from the Customs and Border Protection. The very second you receive this message, you need to leave your work aside so that we can discuss about your case and take necessary action on this matter in order to connect with Officer Press 1 and you will be connected to the concerned department. If we don't hear from you, then we will be forced to take action against you. Press 1 and you will be connected to the concerned C, B, P officer or press 9 to disconnect the call. ",cease-desist-letter-matrix-telecom-llc,pdf_files/pointofnoentry-matrixtelecomcdletter.pdf
audio-wav-16khz/601882_normalized.wav,en,"Hello, my name is Officer James Miller. I am special agent assigned in our department. After two failed attempts, I am calling you for the last time. This call is in reference to a complaint filed against you and your identity by the legal department. In order to get more information, press 1 and your call will be connected with the case in charge officer. If we don't hear from you right now, we will be forced to take this matter legally and suspend your benefits permanently. Press 1 and you will be connected to the concerned department. By this call, you have been officially notified of your involvement in the case. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/525229_normalized.wav,en,"Press 1. So that we can discuss about your case file and take necessary action on this matter. In case we would not hear from you, then you will face some legal consequences. To connect now press 1, and you will be automatically connected to the concerned department. By this call, you have been officially notified. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/63709_normalized.wav,en,and you have been qualified to drop down your interest rate below 6% on your credit card. Please press 1 to speak with a live operator and get the confirmation code. ,cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/660784_normalized.wav,en,"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible, since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. ",cease-desist-letter-hfa-services-llc-also-dba-call48,pdf_files/pointofnoentry-hfaservsceasedesistletterfinaljms.pdf
audio-wav-16khz/1114638_normalized.wav,en,"Hi, this call is from the Department of U.S. Customs and Border Protection to notify you about a package under your name that has been seized due to suspicious and criminal activity. Serious allegations have been filed against your name, due to which you will be taken into federal custody for further investigation. To speak to an officer for further assistance on your case, please press 1. ",cease-desist-letter-every1-telecom,pdf_files/pointofnoentry-every1telecomceasedesistletterfinaljms.pdf
audio-wav-16khz/520015_normalized.wav,en,"Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account, please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of Energy. Electricity Company, to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account, please press 1 to speak with a representative. Thank you. ",warning-letter-callvox-llc,pdf_files/pointofnoentry-callvoxllcwarningletter.pdf
audio-wav-16khz/675280_normalized.wav,en,"This phone call from our department is to inform you that there's a legal enforcement actions filed on your social security number for fraudulent activities. In order to connect federal agent press 1 and you will be connected to the concerned department. If we don't hear from you, your social will be blocked permanently. Press 1 and you will be connected to the concerned department. ",cease-desist-letter-ibasis-inc,pdf_files/pointofnoentry-ibasiscdletter.pdf
audio-wav-16khz/868733_normalized.wav,en,you need to leave your work aside and press one talk to an agent so that we can discuss about your case and take necessary action on this matter if we don't hear from you then we will be forced to take legal action against you so kindly press one thank you ,cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/1037787_normalized.wav,en,"Hello. You have been contacted from Amazon. This call is in regard to authorize a payment of $299. We would like you to inform that there has been an order place for an Apple iPhone 11 Pro using your account. If you do not authorize, then press 1 to speak our representative or press 2 to authorize. Thank you. ",cease-desist-letter-business-telecommunications-services-inc,pdf_files/pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/509597_normalized.wav,en,"Social Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So, when you get this message, kindly press 1 to connect with the next available officer. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/61293_normalized.wav,en,"provider, you have an automatic interruption of service in the next 30 to 45 minutes due to delinquent account status. If you find this to be an error or would like to stop the interruption, please press 1 to speak with the billing department. Otherwise, please press 2 to speak with the disconnection department. Thank you for choosing your services. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/58891_normalized.wav,en,"Press 2 to listen to this message again, or if you wish to contact us later, please call us back on 844-2049-279. Thank you. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/525137_normalized.wav,en,Security Administration. The reason you receive this phone call from our department is to inform you that there is a legal enforcement action filed on your social security number for fraudulent activities. So when you get this message kindly press 1 to connect with the next available officer. Thank you. ,warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/431149_normalized.wav,en,"This is an important call regarding a legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/836688_normalized.wav,en,"to an agent so that we can discuss about your case and take necessary action on this matter. If we don't hear from you, then we will be forced to take legal action against you. So kindly press 1. Thank you. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/314200_normalized.wav,en,"Thank you for choosing Visa and MasterCard Services as your legal financial advisors. This is an important message regarding your existing credit card accounts. Thanks to your good payment history and good credit score, you have been qualified finally for an interest rate reduction between 0 to 5 percent. Several attempts were made to reach you, this is your final courtesy call before we are unable to lower your interest rates. So press 1 now. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/1226308_normalized.wav,en,"Hi, it's Emma Miller on Friday, February 3rd. I'm calling about the suspension on federal student loan repayment. If you have a debit balance of your loan, you will have to resume paying back. Now is your chance to get into a program so that you can qualify for the $10,000 debt elimination. If you want to be included in the program, call us back at this number before 5 p.m. today. If you'd like to opt out of these reminders, please do let us know so I can remove you from these calls. ",cease-desist-letter-hfa-services-llc-also-dba-call48,pdf_files/pointofnoentry-hfaservsceasedesistletterfinaljms.pdf
audio-wav-16khz/576032_normalized.wav,en,is officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas. So please in order go ahead get more information. To speak with officer press one. I repeat press one. Thank you and have a great day. ,warning-letter-callvox-llc,pdf_files/pointofnoentry-callvoxllcwarningletter.pdf
audio-wav-16khz/63408_normalized.wav,en,"6% on your credit card, please press 1 to speak with a live operator and get the confirmation code. ",cease-desist-letter-idt-telecom-inc,pdf_files/pointofnoentry-idttelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/516624_normalized.wav,en,"order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",warning-letter-callvox-llc,pdf_files/pointofnoentry-callvoxllcwarningletter.pdf
audio-wav-16khz/942998_normalized.wav,en,"Hi there, I'm calling you from Spectrum to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-205-4259 from 8 a.m. to 5 p.m. Pacific Standard Time. From 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day. ",cease-desist-letter-jumpsolinc,pdf_files/pointofnoentry-jumpsolinccdletter.pdf
audio-wav-16khz/431150_normalized.wav,en,"This has been an important call regarding legal enforcement action being executed under your name for suspicious and fraudulent activities carried out using your identity. The court has issued a suspended note along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/787210_normalized.wav,en,"The reason you are receiving this phone call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. ",cease-desist-letter-matrix-telecom-llc,pdf_files/pointofnoentry-matrixtelecomcdletter.pdf
audio-wav-16khz/723504_normalized.wav,en,"My name is officer Amanda Barnes and the purpose of the call, we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the South border of Texas. So please in order go ahead, get more information to speak with officer press one. I repeat press one. Thank you and have a great day. ",cease-desist-letter-aka-management-inc,pdf_files/pointofnoentry-akamgtcdletter.pdf
audio-wav-16khz/872754_normalized.wav,en,"Hi there, I'm calling you from AT&T Direct TV to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 888-604-0734 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day. ",cease-desist-letter-inbound-inc,pdf_files/pointofnoentry-inboundcdletter.pdf
audio-wav-16khz/660778_normalized.wav,en,"Hi, this is Melissa with Student Support Center. I am following up in regards to your outstanding federal student loan balance. We have been trying to reach you because you are eligible for the federal student loan forgiveness program due to the changes made in 2022. It's imperative that we speak to you as soon as possible since the student loan payment delay is about to come to an end. You can reach us directly to discuss your options at 833-631-7911. Again, that's 833-631-7911. Thank you. ",cease-desist-letter-hfa-services-llc-also-dba-call48,pdf_files/pointofnoentry-hfaservsceasedesistletterfinaljms.pdf
audio-wav-16khz/1159030_normalized.wav,en,"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform that there's an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-hfa-services-llc-also-dba-call48,pdf_files/pointofnoentry-hfaservsceasedesistletterfinaljms.pdf
audio-wav-16khz/29207_normalized.wav,en,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/286373_normalized.wav,en,"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",cease-desist-letter-ibasis-inc,pdf_files/pointofnoentry-ibasiscdletter.pdf
audio-wav-16khz/269242_normalized.wav,en,"Hi, my name is Jennifer Kelly. You are receiving this call because you and your family are previous guests with the Hilton and Marriott. You are eligible to receive our members only free upgrade for our 4th of July Day special from Hilton Grand Vacation Club. Travel to our all-inclusive award-winning resorts in Cabo, Cancun, Tulum, Puerto Vallarta, and the Dominican Republic, Punta Cana, Panama, Costa Rica, and many other locations such as Dubai, Italy, Spain, Peru, Asia, and over 100 locations throughout the United States, such as Orlando and Las Vegas, just to name a few. Call the number on your caller ID now for this amazing deal. We have four vacations, four years, for only $4.88. Plus, if you call the number on your caller ID now, receive a free four-day and three-night trip in the U.S. Call now to receive your Hilton and Marriott Honors free upgrade. ",warning-letter-inteliquent-inc,pdf_files/pointofnoentry-inteliquentwarningletter.pdf
audio-wav-16khz/1153254_normalized.wav,en,"amount of $2,798 to cancel your order, or to connect with one of our customer support representatives, please press 1. ",cease-desist-letter-did-central-llc,pdf_files/pointofnoentry-didcentralceasedesistletterfinaljms.pdf
audio-wav-16khz/29205_normalized.wav,en,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/280171_normalized.wav,en,"Hello, this call is from Department of Federal Reserve System. The reason of this particular phone call is we are going to suspend your bank account, because we have a found some suspicious activity so, if you want to know about this case just, press 1 and talk to a officer regarding this case. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/28716_normalized.wav,en,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,warning-letter-global-net-holdings-inc,pdf_files/pointofnoentry-globalnetholdingswarningletter.pdf
audio-wav-16khz/431198_normalized.wav,en,"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Call SS1 for more information or hang up this call. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/838935_normalized.wav,en,"account, which is billed on your card attached to your Amazon account. The amount charged in $1,499. We noticed some suspicious activity on your account, so we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",cease-desist-letter-telecommunications-firm-llc,pdf_files/pointofnoentry-telecomfirmcdletter.pdf
audio-wav-16khz/855180_normalized.wav,en,"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Press 1 for more information or hang up this call. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/864700_normalized.wav,en,"Hello, you have been contacted by the cancellation department regarding a purchase on your account for MacBook Pro and AirPods. We would like to inform you that this order has been placed from your account. If you don't authorize this order then press 1 to speak to our representative. ",cease-desist-letter-one-eye-llc,pdf_files/pointofnoentry-oneeyecdletter.pdf
audio-wav-16khz/101127_normalized.wav,en,"Hello, we are from Debt Release Solutions. We work with all your lenders such as Chase, Bank of America, Discover, Wells Fargo, and 20 others. Please press 1 to speak to our live representatives. Please press 1 now. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/28429_normalized.wav,en,Hello. This is just a test call. Time to stay home. Stay safe and stay home. ,cease-desist-letter-idt-telecom-inc,pdf_files/pointofnoentry-idttelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/942974_normalized.wav,en,"Hi there, I'm calling you from Spectrum to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 844-649-1413 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you and have a great day. ",cease-desist-letter-jumpsolinc,pdf_files/pointofnoentry-jumpsolinccdletter.pdf
audio-wav-16khz/598178_normalized.wav,en,"own call is to inform you that we will be suspending your social security number because we found some suspicious activities on your social security. If you want more information about this case, press 1. Thank you. ",cease-desist-letter-cherry-voice-inc,pdf_files/pointofnoentry-cherryvoiceceasedesistletterfinaljms.pdf
audio-wav-16khz/868731_normalized.wav,en,you need to leave your work aside and press one talk to an agent so that we can discuss about your case and take necessary action on this matter if we don't hear from you then we will be forced to take legal action against you so kindly press one thank you ,cease-desist-letter-family-communication-inc,pdf_files/pointofnoentry-familycommcdletter.pdf
audio-wav-16khz/552355_normalized.wav,en,"Thank you for choosing Hilton Hotels. We would like to inform you that thanks to the Friends and Family Rewards program, your membership is drawn to receive a complimentary stay. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/707395_normalized.wav,en,"Hello. This is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/1181991_normalized.wav,zh,"英国国际快递最后一次通知您 您有一个快件已派送两次无人签收 如需查询英文请按1,中文请按2 ",cease-desist-letter-every1-telecom,pdf_files/pointofnoentry-every1telecomceasedesistletterfinaljms.pdf
audio-wav-16khz/739583_normalized.wav,en,"A pre-authorized purchase of an Apple MacBook Pro and an Apple AirPods is being ordered from your Amazon account for an amount of $1,537.35. To cancel your order or to connect with one of our customer support representative, please press 1. ",cease-desist-letter-aka-management-inc,pdf_files/pointofnoentry-akamgtcdletter.pdf
audio-wav-16khz/447358_normalized.wav,en,"identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/487131_normalized.wav,en,"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/1181983_normalized.wav,zh,"最后一次通知您,您有一个快件已派送两次无人签收,如需查询英文请按1,中文请按2。 ",cease-desist-letter-every1-telecom,pdf_files/pointofnoentry-every1telecomceasedesistletterfinaljms.pdf
audio-wav-16khz/959860_normalized.wav,en,"Hello, this is Amazon. This call is to authorize a payment of $999. We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-ibasis-inc,pdf_files/pointofnoentry-ibasiscdletter.pdf
audio-wav-16khz/587268_normalized.wav,en,"Hello, my name is Officer James Miller. I am special agent assigned in our department. After two failed attempts, I am calling you for the last time. This call is in reference to a complaint filed against you and your identity by the legal department. In order to get more information, press 1 and your call will be connected with the case in charge officer. If we don't hear from you right now, we will be forced to take this matter legally and suspend your benefits permanently. Press 1 and you will be connected to the concerned department. By this call, you have been officially notified of your involvement in the case. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/543078_normalized.wav,en,is officer Amanda Barnes and the purpose of the call we are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas so please in order go ahead get more information to speak with officer press one I repeat press one thank you and have a great day ,cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/1208916_normalized.wav,en,"Hi there, I'm calling you from Comcast Xfinity to let you know that your existing account is qualified for 50% off. In order to avail the discount, kindly call us back at 833-689-5446 from 8 a.m. to 5 p.m. Pacific Standard Time. Thank you, and have a great day. ",cease-desist-letter-did-central-llc,pdf_files/pointofnoentry-didcentralceasedesistletterfinaljms.pdf
audio-wav-16khz/642454_normalized.wav,en,"Hi, this is Daniel from Amazon customer service. We have seen a recent order number, AMZ0987, of iPhone 11 Pro on your account, which is billed on your card attached to your Amazon account. The amount charged in $1499. We noticed some suspicious activity on your account. So we have put in hold to this transaction. Please press 1 now. And to report please press 2. Thank you. ",cease-desist-letter-hfa-services-llc-also-dba-call48,pdf_files/pointofnoentry-hfaservsceasedesistletterfinaljms.pdf
audio-wav-16khz/565712_normalized.wav,en,"We would like to inform you that there is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/549476_normalized.wav,en,"for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-family-communication-inc,pdf_files/pointofnoentry-familycommcdletter.pdf
audio-wav-16khz/516514_normalized.wav,en,"using your identity. The court has issued a suspension notice along with a warrant against your name. Ignoring this message will be an intentional second attempt to avoid initial appearance before a magistrate, judge or grand jury for a federal criminal offense. This is the final attempt to reach you. For more information, press 1 and hold for the next available officer. ",cease-desist-letter-matrix-telecom-llc,pdf_files/pointofnoentry-matrixtelecomcdletter.pdf
audio-wav-16khz/683852_normalized.wav,en,"iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
audio-wav-16khz/1006882_normalized.wav,en,"There is an order placed for Apple iPhone 11 Pro using your Amazon account. If you do not authorize this order, press 1 or press 2 to authorize this order. ",cease-desist-letter-business-telecommunications-services-inc,pdf_files/pointofnoentry-businesstelecomceasedesistletterfinaljms.pdf
audio-wav-16khz/949069_normalized.wav,en,"Since we have not gotten a response, we are giving you a final courtesy call before we close out your file. Press 2 to be removed and put on our do not call list. Press 1 to speak with someone about possibly extending or reinstating your car's warranty. Again, press 1 to speak with a warranty specialist. ",cease-desist-letter-peerless-network-inc,pdf_files/pointofnoentry-peerlessceasedesistletterfinaljms.pdf
audio-wav-16khz/554989_normalized.wav,en,"Hi there, this is Jessica calling you from AT&T Direct TV. How are you doing today? Glad to hear that. Well, Direct TV is offering 50% discount to all of its existing customers. Do you have a moment to speak so I can go ahead and apply the discounts on your account? ",warning-letter-inteliquent-inc,pdf_files/pointofnoentry-inteliquentwarningletter.pdf
audio-wav-16khz/855202_normalized.wav,en,"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility is about to air. Press 1 for more information or hang up this call. ",cease-desist-letter-great-choice-telecom-llc,pdf_files/pointofnoentry-greatchoicecdletter_0.pdf
audio-wav-16khz/274458_normalized.wav,en,"Hello, this is Mary Marcello regarding your COVID-19 relief payment and you can reach me at my state assigned phone number, 855-228-4781. And it's my job to make you aware that because you qualified for a relief payment, you also qualify for the new debt relief program. The primary focus of this program is to provide student loan debt relief by either significantly reducing the amount you owe or eliminating it altogether. This was just passed by the Biden administration, actively known as BidenCare. We see that you have not enrolled in this free program, so please give me a call and I will make sure your form is submitted. It takes five minutes. My state assigned phone number is 855-228-4781. And this call has been marked complete by state agent Mary Marcello, agent number 5568. Talk with you soon. Take care. ",warning-letter-rscom-ltd-0,pdf_files/pointofnoentry-rscomwarningletter.pdf
audio-wav-16khz/65635_normalized.wav,en,"Hi, this is an exclusive announcement from Marriott Hotels. Your telephone number has been preselected to receive a complimentary stay in one of our five-star hotels. For further details, press 1 now. To be placed on the Do Not Call list, press 2 now. ",warning-letter-whisl-telecom-llc,pdf_files/pointofnoentry-whisltelecomwarningletter_1.pdf
audio-wav-16khz/875531_normalized.wav,en,"We are trying to reach you to let you know that your social security number has been used for some kind of fraudulent activities in the south border of Texas, so please in order go ahead get more information. To speak with officer press 1. I repeat press 1. Thank you and have a great day. ",cease-desist-letter-ibasis-inc,pdf_files/pointofnoentry-ibasiscdletter.pdf
audio-wav-16khz/310553_normalized.wav,en,you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. Greetings. This is an automated message from the Disconnection Department of Dominion Energy Electricity Company to inform you that you will be experiencing a disconnection of service today within 30 minutes due to non-payment on the account. Please press 1 to speak with a representative. Thank you. ,warning-letter-callvox-llc,pdf_files/pointofnoentry-callvoxllcwarningletter.pdf
audio-wav-16khz/431193_normalized.wav,en,"Hello, this is Sarah from Discover. I am calling in regards to rate expiration. We've been trying to reach you as your eligibility for rate reduction is about to expire. Call SS1 for more information or hang up this call. ",cease-desist-letter-range-inc-also-dba-range-telecom,pdf_files/range-telecom.pdf
